41.8715915708,-87.6709016025
41.8692865158,-87.6709073878
41.8669282005,-87.6679572801
41.8668943378,-87.6650522791
41.8670528309,-87.6560575834
41.8670971618,-87.6532093153
41.8694653895,-87.647228947
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8692865158,-87.6709073878
41.8669282005,-87.6679572801
41.8668943378,-87.6650522791
41.8670528309,-87.6560575834
41.8670971618,-87.6532093153
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8715915708,-87.6709016025
41.8692865158,-87.6709073878
41.8669282005,-87.6679572801
41.8668943378,-87.6650522791
41.8670528309,-87.6560575834
41.8670971618,-87.6532093153
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8692865158,-87.6709073878
41.8669282005,-87.6679572801
41.8668943378,-87.6650522791
41.8670528309,-87.6560575834
41.8670971618,-87.6532093153
41.8694653895,-87.647228947
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8693115946,-87.6737102959
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8692865158,-87.6709073878
41.8669282005,-87.6679572801
41.8668943378,-87.6650522791
41.8670528309,-87.6560575834
41.8670971618,-87.6532093153
41.8694653895,-87.647228947
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8693115946,-87.6737102959
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8715915708,-87.6709016025
41.8692865158,-87.6709073878
41.8669282005,-87.6679572801
41.8668943378,-87.6650522791
41.8670528309,-87.6560575834
41.8670971618,-87.6532093153
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8692865158,-87.6709073878
41.8669282005,-87.6679572801
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8693115946,-87.6737102959
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8694653895,-87.647228947
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8693115946,-87.6737102959
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8693115946,-87.6737102959
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
41.8669282005,-87.6679572801
41.8692865158,-87.6709073878
41.8715915708,-87.6709016025
41.8670363761,-87.6505749028
41.8670971618,-87.6532093153
41.8670528309,-87.6560575834
41.8668943378,-87.6650522791
